field1,field2,field3,field4,field5,field6,_GC_TYPE,_CLEANADDR,_PNU,_X,_Y
2017,2017-03-26,주유소,휴업,신가야주유소,경상남도 김해시 인제로621 (생림면),정,경상남도 김해시 인제로 621 (생림면),4825035021100900000,128.8882487147831,35.28085326192662
2017,2017-04-16,주유소,휴업,대호주유소,충청북도 영동군 학산영동로1055 (영동읍),정,충청북도 영동군 학산영동로 1055 (영동읍),4374025028106210002,127.75836509779373,36.162756617874194
2017,2017-04-18,주유소,신규등록,비오주유소,충청남도 당진시 남부로811 (순성면),정,충청남도 당진시 남부로 811 (순성면),4427036030100260000,126.68318633559149,36.85884170651671
2017,2017-04-21,주유소,폐업,구봉주유소,전라남도 여수시 어항로42 (국동),정,전라남도 여수시 어항로 42 (국동),4613011700100370041,127.72265051381991,34.73073634558812
2017,2017-04-17,주유소,폐업,백마주유소,충청남도 부여군 충절로3707 (은산면),정,충청남도 부여군 충절로 3707 (은산면),4476032027102370020,126.78602748412041,36.35026570562817
2017,2017-04-19,주유소,휴업,대자연주유소,대구광역시 수성구 파동로42 (파동),정,대구광역시 수성구 파동로 42 (파동),2726011000104810003,128.62080632246418,35.80837174684208
2017,2017-03-31,주유소,폐업,중앙주유소,전라남도 순천시 강남로76 (장천동),유,전라남도 순천시 강남로 77 (장천동),4615011900100490005,127.48908881212634,34.95199332882928
2017,2017-03-27,주유소,휴업,청정이엔지(주) 주유소,광주광역시 서구 상무자유로18 (치평동),정,광주광역시 서구 상무자유로 18 (치평동),2914012000108900012,126.8361378271654,35.15115368643157
2017,2017-04-17,주유소,휴업,시티홀오일프라자,경기도 성남시 중원구 여수대로200 (여수동),정,경기도 성남시 중원구 여수대로 200 (여수동),4113310600101360001,127.12486322533266,37.42126415210932
2017,2017-04-21,주유소,휴업,(주)파오스직영 송현제2주유소,인천광역시 남구 경인로413 (주안동),정,인천광역시 미추홀구 경인로 413 (주안동),2817710500100720008,126.68599683007557,37.45831258610482
2017,2017-03-31,주유소,휴업,해남주유소,전라남도 해남군 공룡대로2302 (마산면),정,전라남도 해남군 공룡대로 2302 (마산면),4682039031107240068,126.54704270603673,34.58574271810483
