연도,변동사유발생연월일,판매업종류,구분,업체명,소재지,위도,경도
2017,2017-03-20,주유소,휴업,청룡셀프주유소,경기도 평택시 만세로1595 (청룡동),37.0221982887579,127.120114098336
2017,2017-03-20,주유소,휴업,대성IC주유소,경상북도 김천시 영남대로1500 (부곡동),36.1289891912699,128.099752796349
2017,2017-03-20,주유소,폐업,대호주유소,경기도 김포시 발산로167 (양촌읍),37.6676105064952,126.657882820739
2017,2017-03-20,주유소,폐업,호미곶주유소,경상북도 포항시 남구 동해안로5211 (동해면),35.9805143979495,129.490836464467
2017,2017-03-20,주유소,폐업,서부주유소,제주특별자치도 서귀포시 서삼중로159 (대정읍),,
2017,2017-03-21,주유소,폐업,태안주유소,경기도 화성시 경기대로1011 (병점동),37.2063262435899,127.035939832393
2017,2017-03-21,주유소,폐업,유동주유소,충청남도 계룡시 계백로2880 (엄사면),36.2639638700465,127.230453735377
2017,2017-03-22,주유소,폐업,신화주유소,광주광역시 남구 효덕로314-8 (진월동),,
2017,2017-03-23,주유소,휴업,서해주유소,인천광역시 남구 한나루로580 (도화동),,
2017,2017-03-23,주유소,폐업,옥련주유소,인천광역시 연수구 독배로132 (옥련동),,
2017,2017-03-25,주유소,휴업,해오름주유소,충청남도 아산시 온천대로1094 (득산동),36.7843979077057,126.960687013916
2017,2017-03-26,주유소,휴업,신가야주유소,경상남도 김해시 인제로621 (생림면),35.2807757986679,128.888335621382
2017,2017-03-27,주유소,휴업,청정이엔지(주) 주유소,광주광역시 서구 상무자유로18 (치평동),35.151153855524,126.836137769533
2017,2017-03-27,주유소,휴업,운곡주유소,충청남도 청양군 청신로452 (운곡면),36.4881767897885,126.830071523924
2017,2017-03-28,주유소,휴업,부천GS주유소,경기도 부천시 신흥로405 (내동),,
2017,2017-03-28,주유소,폐업,SK네트웍스(주) 부영주유소,강원도 속초시 조양로213 (조양동),38.1889552325779,128.577054031154
2017,2017-03-30,주유소,폐업,송학제일주유소,전라북도 익산시 군익로499 (송학동),35.9420240817243,126.940475879694
2017,2017-03-31,주유소,휴업,동경주유소,경상북도 경주시 외남로942 (양남면),35.7302228770646,129.406506960139
2017,2017-03-31,주유소,휴업,묵리신원주유소,경기도 용인시 처인구 이원로384번길1 (이동면),37.1742369844128,127.231838217941
2017,2017-03-31,주유소,휴업,해남주유소,전라남도 해남군 공룡대로2302 (마산면),34.5858607618519,126.547043998841
2017,2017-03-31,주유소,휴업,토함산주유소,경상북도 경주시 불국로177 (마동),35.7846222156542,129.312577755705
2017,2017-03-31,주유소,폐업,삼방주유소,경상남도 김해시 삼안로292번길1 (삼방동),,
2017,2017-03-31,주유소,폐업,중앙주유소,전라남도 순천시 강남로76 (장천동),,
2017,2017-03-31,주유소,폐업,삼계주유소,경상남도 김해시 김해대로1798 (삼계동),35.2654064146171,128.862527891855
2017,2017-04-01,주유소,휴업,농협경제지주(주) 군위주유소,경상북도 군위군 경북대로2185-1 (효령면),36.1176441479519,128.574842281569
2017,2017-04-01,주유소,휴업,동해주유소,울산광역시 남구 두왕로38 (선암동),35.5067696276648,129.309007568268
2017,2017-04-01,주유소,휴업,남선석유(주)구도일주유소 월드컵,광주광역시 남구 회재로1190 (주월동),35.1319353659368,126.891756456766
2017,2017-04-03,주유소,휴업,미래주유소,광주광역시 남구 금화로380 (주월동),35.141420237732,126.887418694315
2017,2017-04-03,주유소,폐업,SK네트웍스(주)이화주유소,강원도 강릉시 성덕포남로74 (입암동),37.7612897512117,128.917823871741
2017,2017-04-03,주유소,폐업,성진주유소,경기도 파주시 엘지로639 (탄현면),37.8297297939661,126.736969957764
2017,2017-04-04,주유소,휴업,(주)다우피엔지 죽암(부산)주유소,충청북도 청주시 서원구 경부고속도로287 (현도면),36.4857644588515,127.429656829801
2017,2017-04-04,주유소,휴업,신북주유소,전라남도 영암군 예향로2605 (신북면),34.892675458768,126.691143464974
2017,2017-04-04,주유소,폐업,연지주유소,경상북도 구미시 강동로1844 (해평면),36.213704187237,128.384329156338
2017,2017-04-06,주유소,휴업,에코주유소,전라북도 완주군 완주로473 (봉동읍),35.9072522925837,127.156546232247
2017,2017-04-06,주유소,폐업,동광주유소,경상남도 산청군 산청대로2154 (산청읍),35.438697093037,127.874087785431
2017,2017-04-07,주유소,휴업,동인천주유소,인천광역시 중구 참외전로200-1 (유동),,
2017,2017-04-07,주유소,휴업,(주)그린오가닉여주지점,경기도 여주시 여양1로527 (대신면),37.4139546896826,127.599773143267
2017,2017-04-10,주유소,휴업,소태정주유소,전라북도 진안군 전진로1678 (부귀면),35.8560055129317,127.327395097208
2017,2017-04-10,주유소,휴업,장수로주유소,경상북도 영천시 장수로823 (화산면),36.0168086310237,128.867027995607
2017,2017-04-10,주유소,폐업,대복주유소,서울특별시 구로구 경인로75 (오류동),37.4917110182608,126.830498588111
2017,2017-04-11,주유소,휴업,(주)안국에너지 서진주유소,경기도 안양시 만안구 안양로425 (안양동),37.4082436995911,126.913188268045
2017,2017-04-11,주유소,휴업,역전주유소,전라남도 목포시 삼학로16번길5 (상락동1가),34.7894094181301,126.387140682197
2017,2017-04-11,주유소,폐업,신창주유소,광주광역시 광산구 북문대로404 (신창동),35.1932375062102,126.84986034533
2017,2017-04-12,주유소,폐업,직영주유소,대전광역시 중구 문화로15 (산성동),36.3102009519407,127.387863781588
2017,2017-04-13,주유소,휴업,황산주유소,전라남도 해남군 명량로2053 (황산면),34.5803798606602,126.488802341026
2017,2017-04-14,주유소,휴업,행복가득주유소,대전광역시 중구 보문산로86 (산성동),36.3052867890613,127.389920711057
2017,2017-04-14,주유소,폐업,서강화농협 교동지점,인천광역시 강화군 교동북로214 (교동면),37.7958181401333,126.262266097346
2017,2017-04-14,주유소,폐업,경장주유소,전라북도 군산시 번영로112 (경장동),,
2017,2017-04-16,주유소,휴업,(주)파오스직영 송현제2주유소,인천광역시 남구 경인로413 (주안동),37.4583119887012,126.68599700193
2017,2017-04-16,주유소,휴업,대호주유소,충청북도 영동군 학산영동로1055 (영동읍),36.1627739549309,127.75834194459
2017,2017-04-17,주유소,휴업,태경주유소,충청남도 청양군 충절로1609 (비봉면),36.4872545786635,126.790169146697
2017,2017-04-17,주유소,휴업,시티홀오일프라자,경기도 성남시 중원구 여수대로200 (여수동),37.4212644058585,127.124863211982
2017,2017-04-17,주유소,폐업,백마주유소,충청남도 부여군 충절로3707 (은산면),36.3503796790906,126.785963569722
2017,2017-04-18,주유소,휴업,믿음주유소,전라북도 익산시 춘포로472 (춘포면),35.9020985445179,127.018470673351
2017,2017-04-18,주유소,휴업,SK네트웍스(주)송정셀프주유소,부산광역시 해운대구 해운대로1075 (송정동),35.1819280817303,129.199416316662
2017,2017-04-18,주유소,폐업,안내주유소,충청북도 옥천군 안내보은로97 (안내면),36.3959598037597,127.668931904241
2017,2017-04-19,주유소,휴업,대자연주유소,대구광역시 수성구 파동로42 (파동),35.8083702157408,128.620949321021
2017,2017-04-21,주유소,휴업,(주)파오스직영 송현제2주유소,인천광역시 남구 경인로413 (주안동),37.4583119887012,126.68599700193
2017,2017-04-21,주유소,폐업,구봉주유소,전라남도 여수시 어항로42 (국동),34.7307363278306,127.722650425355
2017,2017-04-23,주유소,휴업,한우리주유소,경기도 파주시 통일로588 (아동동),37.7628659727208,126.795361223433
2017,2017-04-24,주유소,휴업,해주에너비스(주) 사등주유소,경상남도 거제시 거제대로5486 (사등면),34.9099107772403,128.545338908377
2017,2017-04-24,주유소,휴업,헌릉로주유소,서울특별시 서초구 헌릉로177 (내곡동),37.4574039556534,127.060136995274
2017,2017-04-24,주유소,휴업,백산주유소,전라북도 부안군 부평로214-20 (백산면),35.7051394599386,126.781004598158
2017,2017-04-25,주유소,휴업,대성주유소,전라북도 부안군 부안로2072 (상서면),35.691187601748,126.682992290292
2017,2017-04-25,주유소,폐업,서부주유소,충청북도 청주시 흥덕구 공단로91 (복대동),,
2017,2017-04-26,주유소,폐업,수암주유소,전라남도 영암군 녹색로2886 (학산면),34.7012608250055,126.655636232767
2017,2017-04-27,주유소,휴업,송죽2주유소,전라남도 나주시 예향로3627 (왕곡면),34.9814034179491,126.703614516142
2017,2017-04-27,주유소,휴업,민들레주유소,경기도 화성시 발안만세길156 (향남읍),37.1371147620209,126.899532139013
2017,2017-04-27,주유소,폐업,대광주유소,대전광역시 동구 옥천로122 (판암동),36.3169692684082,127.453922953303
2017,2017-05-01,주유소,휴업,마트몰(주)대남로주유소,광주광역시 남구 대남대로399 (월산동),35.146431919923,126.889400592943
2017,2017-05-01,주유소,휴업,씨앤에스유통(주)회덕아이씨주유소,대전광역시 대덕구 갑천도시고속도로1084 (신대동),36.3910418870328,127.412664787631
2017,2017-05-01,주유소,휴업,양주통일주유소,경기도 양주시 평화로1803 (회정동),37.850081970009,127.054515023266
2017,2017-05-01,주유소,휴업,학섬주유소,경상남도 통영시 남해안대로1865 (도산면),34.9178164170861,128.358584804356
2017,2017-05-01,주유소,휴업,창선주유소,경상남도 남해군 동부대로2400 (창선면),34.8702834769675,128.009566266409
2017,2017-05-01,주유소,폐업,SK태경주유소,서울특별시 구로구 경인로175 (오류동),37.4949458347759,126.840680633302
2017,2017-05-02,주유소,휴업,황산주유소,전라북도 김제시 용마로296 (황산면),35.8003096465802,126.966381846209
2017,2017-05-02,주유소,폐업,서창주유소,충청남도 서산시 안견로326 (읍내동),36.7776954958413,126.447592380859
2017,2017-05-02,주유소,폐업,수산주유소,충청북도 제천시 월악로3184 (수산면),36.9332909120598,128.195704022437
2017,2017-05-04,주유소,휴업,나바우주유소,전라북도 익산시 익산대로2802 (망성면),36.145724576857,127.006299951608
2017,2017-05-04,주유소,폐업,영덕고속주유소,경상북도 영덕군 경동로6127 (지품면),36.47621269581,129.196503102262
2017,2017-05-05,주유소,폐업,시티주유소,충청남도 논산시 중앙로388 (취암동),36.1991612887339,127.089984430698
2017,2017-05-06,주유소,폐업,에프비에너지(주) 스타주유소,충청남도 천안시 서북구 봉정로312 (두정동),,
2017,2017-05-08,주유소,휴업,옥산주유소,경상남도 진주시 남강로935 (상평동),35.1758315439322,128.10040698815
2017,2017-05-08,주유소,휴업,51주유소,울산광역시 울주군 언양로629 (언양읍),35.5599220887127,129.184627554834
2017,2017-05-08,주유소,휴업,관촌대원주유소,전라북도 임실군 사선로83 (관촌면),35.677331531606,127.268009308425
2017,2017-05-08,주유소,폐업,판다주유소,경상북도 구미시 형곡로250 (형곡동),36.1093256040074,128.342655581049
2017,2017-05-08,주유소,폐업,간석주유소,인천광역시 남동구 구월로107 (간석동),37.4570576061451,126.702398033198
2017,2017-05-10,주유소,휴업,퇴계주유소,강원도 춘천시 퇴계로25 (퇴계동),37.8659817057102,127.724947504754
2017,2017-05-11,주유소,휴업,세광에너지(주)소망주유소,경기도 안산시 상록구 석호로202 (사동),37.2949923893023,126.853239073408
2017,2017-05-11,주유소,휴업,산내주유소,충청북도 충주시 중원대로1914 (수안보면),36.8770757431787,127.970649970516
2017,2017-05-11,주유소,폐업,동백제일주유소,경기도 용인시 기흥구 동백죽전대로497 (동백동),,
2017,2017-05-11,주유소,폐업,오송제일주유소,충청북도 청주시 흥덕구 가로수로505 (강내면),,
2017,2017-05-12,주유소,폐업,석정주유소,경기도 안성시 남파로89 (당왕동),37.0165865731751,127.260025858638
2017,2017-05-12,주유소,폐업,신기주유소,전라남도 여수시 쌍봉로240 (시전동),34.7638989250096,127.68241100048
2017,2017-05-15,주유소,폐업,대덕주유소,경기도 고양시 덕양구 대덕산로115 (덕은동),,
2017,2017-05-16,주유소,휴업,명신주유소,전라남도 여수시 화양로1728 (화양면),34.7323872316681,127.622022035794
2017,2017-05-16,주유소,폐업,무궁화주유소,전라북도 전주시 완산구 서학로37 (동서학동),35.8096768975192,127.15357889063
2017,2017-05-18,주유소,휴업,현대신원주유소,충청남도 공주시 영규대사로163 (계룡면),36.3321698602643,127.138768020755
2017,2017-05-18,주유소,폐업,대륙에너지,경상북도 경주시 산업로5406 (강동면),35.9585321658567,129.246163941835
2017,2017-05-18,주유소,폐업,고당산주유소,경상북도 김천시 금감로1186 (감천면),36.0349216770126,128.130759682035
2017,2017-05-22,주유소,휴업,서천군수협 희리산주유소,충청남도 서천군 충서로107 (종천면),36.0937518389063,126.672403256427
2017,2017-05-23,주유소,휴업,동강주유소,전라남도 나주시 나주서부로1461 (동강면),34.9376885337437,126.573321268363
2017,2017-05-23,주유소,폐업,대호주유소,충청북도 영동군 학산영동로1055 (영동읍),36.1627739549309,127.75834194459
2017,2017-05-25,주유소,폐업,장곡스타주유소,경기도 시흥시 황고개로542 (장곡동),,
2017,2017-05-25,주유소,폐업,구성주유소,경기도 용인시 기흥구 용구대로2432 (마북동),,
2017,2017-05-25,주유소,폐업,상록수주유소,충청북도 진천군 농다리로1442 (진천읍),36.8482631474227,127.455084122139
2017,2017-05-26,주유소,휴업,현대오일뱅크(주)직영 금정셀프주유소,부산광역시 금정구 중앙대로1664 (부곡동),35.2330520447642,129.092053267885
2017,2017-05-29,주유소,휴업,현대오일뱅크(주)직영 담터셀프주유소,경기도 구리시 경춘북로344 (갈매동),37.6397776492856,127.124025314666
2017,2017-05-29,주유소,휴업,그린에너지 그린주유소,충청남도 아산시 음봉면로192 (음봉면),36.8605557762592,127.023296712872
2017,2017-05-29,주유소,휴업,(유)성민에너지 대명주유소,전라북도 임실군 춘향로1827 (오수면),35.5585901576382,127.321510785062
2017,2017-05-29,주유소,폐업,에이제이토탈(주)직영울산주유소,울산광역시 중구 염포로31 (남외동),35.5603244972634,129.344718317731
2017,2017-05-30,주유소,휴업,SK네트웍스(주)현대주유소,강원도 춘천시 중앙로171 (근화동),,
2017,2017-05-30,주유소,휴업,광동주유소,세종특별자치시 부강외천로240 (부강면),36.5287931644016,127.393467814629
2017,2017-05-30,주유소,폐업,전국오일뱅크주유소,경상북도 영천시 영천아이시로11 (작산동),35.937919292774,128.945082699266
2017,2017-05-31,주유소,폐업,청담주유소,서울특별시 강북구 도봉로155 (미아동),37.6226164357907,127.027280383769
2017,2017-05-31,주유소,폐업,대소주유소,충청북도 음성군 오태로120 (대소면),36.966514812407,127.487913497631
2017,2017-06-01,주유소,휴업,SK장삼주유소,서울특별시 성북구 한천로612 (장위동),37.6136340683192,127.060237549774
2017,2017-06-01,주유소,휴업,현대신원주유소,충청남도 공주시 영규대사로163 (계룡면),36.3321698602643,127.138768020755
2017,2017-06-01,주유소,휴업,아주주유소,경상남도 사천시 진삼로95 (송포동),34.9662192917661,128.06614092576
2017,2017-06-01,주유소,휴업,SK네트웍스(주) 남문주유소,경기도 성남시 수정구 성남대로1301 (태평동),37.4458908510835,127.126497766475
2017,2017-06-01,주유소,휴업,씨앤에스에너지 영천(포항방향)주유소,경상북도 영천시 운주로777 (임고면),36.0510971905741,129.044444496941
2017,2017-06-01,주유소,휴업,구도일주유소 동천,서울특별시 중랑구 동일로654 (면목동),37.5891088122,127.080262213877
2017,2017-06-01,주유소,휴업,홍보주유소,충청남도 보령시 충청수영로564-5 (오천면),36.4447003024578,126.542123946901
2017,2017-06-01,주유소,폐업,남부주유소,대전광역시 중구 대종로446 (대흥동),,
2017,2017-06-01,주유소,폐업,해오름주유소,충청남도 아산시 아산로559-12 (염치읍),,
2017,2017-06-01,주유소,폐업,청천주유소,충청북도 괴산군 청천3길11-6 (청천면),36.6589180864591,127.736846052381
2017,2017-06-02,주유소,휴업,미룡주유소,경상남도 고성군 공룡로2187 (삼산면),34.9353670325504,128.278623587061
2017,2017-06-02,주유소,폐업,강내주유소,충청북도 청주시 흥덕구 가로수로553 (강내면),,
2017,2017-06-05,주유소,휴업,팔공산주유소,대구광역시 동구 팔공로197길2 (백안동),,
2017,2017-06-05,주유소,휴업,삼일주유소,경상북도 문경시 중앙로206 (흥덕동),36.6024919965634,128.204395582727
2017,2017-06-05,주유소,폐업,제일주유소,경상남도 진주시 진산로695 (집현면),35.2394536394796,128.086567391587
2017,2017-06-05,주유소,폐업,남자주유소,경상남도 사천시 주공로3 (벌리동),34.9386076830801,128.086100992827
2017,2017-06-05,주유소,폐업,에스제이주유소,부산광역시 사상구 백양대로683 (덕포동),35.167872395967,128.988308897652
2017,2017-06-06,주유소,휴업,포천농협주유소,경기도 포천시 호국로1698 (군내면),37.9039753620613,127.210838096531
2017,2017-06-07,주유소,휴업,상록주유소,전라북도 부안군 변산로3214 (변산면),35.6000589293176,126.484586769358
2017,2017-06-07,주유소,폐업,대경주유소,경상북도 경산시 경산로294 (중산동),,
2017,2017-06-07,주유소,폐업,코리아주유소,충청남도 보령시 대청로776 (청라면),,
2017,2017-06-09,주유소,폐업,남천주유소,경상남도 밀양시 북성로48 (내이동),35.4986286366738,128.747836645809
2017,2017-06-13,주유소,폐업,성남주유소,강원도 원주시 신림황둔로187 (신림면),37.2450165591564,128.087441152931
2017,2017-06-13,주유소,폐업,SK한양주유소,전라북도 전주시 덕진구 백제대로809 (우아동3가),35.8483715971451,127.156667652327
2017,2017-06-15,주유소,휴업,광터주유소,강원도 원주시 보통로587 (지정면),,
2017,2017-06-16,주유소,폐업,광일주유소,경상북도 포항시 남구 동해대로369 (연일읍),36.0232812019555,129.289693868586
2017,2017-06-19,주유소,폐업,(주)시아이에스 태양주유소,경기도 용인시 수지구 용구대로2772번길3-5 (죽전동),37.333580048956,127.109299983768
2017,2017-06-19,주유소,폐업,삼일주유소,경상북도 의성군 서부로3232 (다인면),,
2017,2017-06-20,주유소,휴업,은하수셀프(self)주유소,대전광역시 서구 도산로123 (도마동),36.319622225894,127.377397873223
2017,2017-06-21,주유소,휴업,밸류주유소,경상북도 포항시 북구 중흥로115 (죽도동),36.0153875545101,129.351768854342
2017,2017-06-21,주유소,휴업,솔밭주유소,경상남도 함양군 거함대로1133 (수동면),35.5883952296508,127.792742649058
2017,2017-06-21,주유소,폐업,전하주유소,울산광역시 동구 방어진순환도로723 (전하동),,
2017,2017-06-22,주유소,휴업,착한주유소,충청북도 충주시 팽고리산길90 (금릉동),36.9930407862181,127.923937847907
2017,2017-06-23,주유소,폐업,연무주유소,경기도 수원시 장안구 창룡대로171 (연무동),37.2922308969361,127.028742909619
2017,2017-06-26,주유소,휴업,오덕주유소,충청북도 옥천군 안내삼승로537 (안내면),36.3931287137139,127.712911830384
2017,2017-06-26,주유소,휴업,성남주유소,강원도 원주시 신림황둔로187 (신림면),37.2450165591564,128.087441152931
2017,2017-06-27,주유소,휴업,삼거리주유소,경상북도 영양군 영양로3260 (일월면),36.7537195956264,129.161633799129
2017,2017-06-28,주유소,휴업,태광주유소,경상남도 고성군 남해안대로2234 (고성읍),34.9455442662924,128.344890978648
2017,2017-06-28,주유소,폐업,한빛주유소,서울특별시 은평구 서오릉로102 (대조동),37.6092795956577,126.920720912432
2017,2017-06-30,주유소,휴업,유즈플러스(주)상주고속주유소,경상북도 상주시 경상대로2771 (신봉동),36.3946370677162,128.151663346905
2017,2017-06-30,주유소,휴업,삼사관주유소,경상북도 영천시 호국로495 (고경면),,
2017,2017-06-30,주유소,폐업,태승주유소,경기도 화성시 주석로396 (비봉면),37.2011969313393,126.866295982367
2017,2017-06-30,주유소,폐업,국산주유소,경상남도 거제시 옥포대첩로7길43 (옥포동),34.8961719442824,128.693568764017
2017,2017-07-01,주유소,휴업,대박주유소,충청북도 옥천군 이원로343 (이원면),36.2036827210115,127.630231898465
2017,2017-07-01,주유소,휴업,에쓰-오일(주)오토테크주유소,서울특별시 서초구 효령로356 (서초동),37.4864968459389,127.023063981282
2017,2017-07-01,주유소,휴업,차사랑주유소,충청남도 서천군 금강로1128 (마서면),36.0244651780864,126.728177782306
2017,2017-07-01,주유소,휴업,부자주유소,경상남도 창녕군 창녕대로127 (창녕읍),35.5345951681947,128.499020012177
2017,2017-07-01,주유소,폐업,하장주유소,강원도 삼척시 백두대간로2564 (하장면),37.3501877922007,128.938186107058
2017,2017-07-01,주유소,폐업,SK대덕주유소,대전광역시 대덕구 대전로1027 (오정동),36.3464881538307,127.417468203021
2017,2017-07-01,주유소,폐업,강변주유소,부산광역시 해운대구 수영강변대로516 (반여동),35.2039338607245,129.119387342464
2017,2017-07-03,주유소,휴업,(주)신안네트웍스 광장주유소,대전광역시 동구 계족로305 (성남동),36.3395266131482,127.43647726303
2017,2017-07-03,주유소,휴업,온천주유소,강원도 홍천군 온천길145 (북방면),37.6977619703092,127.841198121427
2017,2017-07-04,주유소,폐업,팔공산주유소,대구광역시 동구 팔공로197길2 (백안동),,
2017,2017-07-05,주유소,휴업,건천(상)주유소,경상북도 경주시 경부고속도로76 (건천읍),35.8318875425103,129.109234482773
2017,2017-07-05,주유소,휴업,(주)서해건설산업,전라북도 군산시 철새로52 (성산면),36.0157041838353,126.760667956992
2017,2017-07-05,주유소,휴업,성원주유소,경상북도 포항시 북구 동해대로1430 (흥해읍),36.1005198558899,129.342652634645
2017,2017-07-05,주유소,폐업,장안주유소,전라북도 남원시 정령치로84 (주천면),35.3905770467492,127.444579589189
2017,2017-07-06,주유소,휴업,신송석주유소,전라남도 화순군 학포로1085 (이양면),34.9312807583568,126.987065424932
2017,2017-07-07,주유소,휴업,오봉주유소,부산광역시 강서구 호계로1 (죽림동),35.1958494111682,128.900864319915
2017,2017-07-07,주유소,휴업,플러스주유소,전라북도 부안군 주을로107 (줄포면),35.600172970688,126.688327391656
2017,2017-07-07,주유소,폐업,(주)소모에너지엔테크놀러지 엄정주유소,충청북도 충주시 북부로2764 (엄정면),37.0714542205705,127.925568268865
2017,2017-07-08,주유소,휴업,웅담주유소,경기도 파주시 술이홀로1734 (법원읍),37.9158682285788,126.895867319196
2017,2017-07-11,주유소,휴업,여항산주유소,경상남도 함안군 진함로799 (여항면),35.1876505922902,128.46099291917
2017,2017-07-11,주유소,휴업,서해안주유소,전라남도 무안군 무안로592 (무안읍),34.9949890321279,126.484146742154
2017,2017-07-11,주유소,폐업,박정자주유소,충청남도 공주시 금벽로2240 (반포면),,
2017,2017-07-12,주유소,휴업,군위(상)주유소,경상북도 군위군 경북대로4084 (군위읍),36.2654831319082,128.574511123739
2017,2017-07-12,주유소,휴업,군위(하)주유소,경상북도 군위군 경북대로4082 (군위읍),36.264415067333,128.576166508346
2017,2017-07-12,주유소,휴업,현대주유소,경상북도 포항시 북구 새마을로3982 (죽장면),36.1912527545747,129.089502952371
2017,2017-07-12,주유소,폐업,구라미주유소,강원도 강릉시 구라미등길3 (사천면),37.8435102503176,128.840391796376
2017,2017-07-12,주유소,폐업,성아주유소,경상남도 진주시 동부로673 (문산읍),35.1709374706043,128.172258297437
2017,2017-07-13,주유소,휴업,중리제일주유소,경상남도 창원시 마산회원구 함마대로2843 (내서읍),35.2476582178617,128.522126279062
2017,2017-07-14,주유소,휴업,아바타주유소,경상남도 창원시 마산합포구 해안대로131 (월남동1가),35.1876048399826,128.563274045054
2017,2017-07-17,주유소,휴업,보령물산황간(상)주유소,충청북도 영동군 회포1길65 (황간면),36.2503533984924,127.85431381284
2017,2017-07-17,주유소,휴업,(주)한울엔터프라이즈 현림주유소,강원도 평창군 평창강로1098 (평창읍),37.3429284582012,128.369224729045
2017,2017-07-17,주유소,휴업,장신주유소,충청북도 보은군 보청대로1963 (보은읍),36.4848915914388,127.711431992285
2017,2017-07-17,주유소,폐업,송산주유소,경기도 화성시 화성로317 (송산면),,
2017,2017-07-18,주유소,휴업,한일주유소,경상남도 창원시 마산회원구 양덕로96 (양덕동),35.2279294201854,128.587121810484
2017,2017-07-18,주유소,휴업,반가운주유소,경상북도 칠곡군 경북대로1369 (가산면),,
2017,2017-07-18,주유소,휴업,태영주유소,충청남도 연기군 신암면 신택리 22-1번지,,
2017,2017-07-18,주유소,폐업,현대반월주유소,전라북도 전주시 덕진구 삼례로111 (반월동),35.8876754091335,127.07654407138
2017,2017-07-19,주유소,휴업,이칠주유소,광주광역시 광산구 상무대로378 (신촌동),35.1437396707585,126.807140707345
2017,2017-07-19,주유소,폐업,(주)안국에너지 안국주유소,강원도 원주시 북원로2593 (우산동),37.3755622479802,127.943751292145
2017,2017-07-19,주유소,폐업,영광주유소,충청남도 금산군 인삼로173 (금산읍),36.1027943148612,127.500341465624
2017,2017-07-21,주유소,휴업,금천,인천광역시 연수구 앵고개로108 (동춘동),,
2017,2017-07-21,주유소,휴업,SK네트웍스(주) 사천역사주유소,경상남도 사천시 사천대로1844 (사천읍),35.0810443633742,128.083591058626
2017,2017-07-24,주유소,휴업,동성주유소,전라남도 곡성군 섬진강로2606 (곡성읍),35.3028391482675,127.299005183845
2017,2017-07-24,주유소,휴업,OK주유소,전라남도 영암군 녹색로1627 (삼호읍),34.7330101830459,126.53538274616
2017,2017-07-24,주유소,휴업,대길주유소,경상북도 김천시 남김천대로3113 (구성면),36.0723755150115,128.086542826103
2017,2017-07-24,주유소,폐업,동경주유소,경상북도 경주시 외남로942 (양남면),35.7302228770646,129.406506960139
2017,2017-07-24,주유소,폐업,타이어뱅크(주)경주주유소,경상북도 경주시 서라벌대로5 (배반동),35.8267531451022,129.235318085343
2017,2017-07-24,주유소,폐업,광장주유소,전라북도 전주시 완산구 노송광장로13 (서노송동),,
2017,2017-07-25,주유소,휴업,원석주유소,충청북도 증평군 초평로1742 (증평읍),36.793024630364,127.562402086253
2017,2017-07-26,주유소,휴업,청룡명품주유소,부산광역시 금정구 중앙대로2130 (청룡동),35.2745535510894,129.092888132086
2017,2017-07-27,주유소,폐업,삼진개발(주),강원도 양양군 곰밭길116-39 (서면),38.0633524454025,128.59824068057
2017,2017-07-27,주유소,폐업,SK네트웍스(주) 남인천,인천광역시 남동구 구월로306 (만수동),37.4553475541826,126.724420134966
2017,2017-07-28,주유소,폐업,토토주유소,전라북도 전주시 덕진구 온고을로548 (여의동),35.8556215400195,127.070660009503
2017,2017-07-31,주유소,휴업,다목주유소,강원도 화천군 다파로32 (상서면),38.1748665093614,127.536735714401
2017,2017-07-31,주유소,휴업,태양주유소,충청북도 보은군 남부로5370 (내북면),36.533666286606,127.69035468482
2017,2017-07-31,주유소,폐업,에이제이토탈(주)직영 엑스포주유소,대전광역시 유성구 대덕대로524 (도룡동),36.3797689307916,127.378928212098
2017,2017-08-01,주유소,휴업,SK네트웍스(주)동수원셀프주유소,경기도 수원시 영통구 중부대로277 (원천동),37.2742951179754,127.046260769952
2017,2017-08-01,주유소,휴업,드림주유소,경기도 안산시 상록구 수인로1917 (장상동),37.3548400533933,126.872796685488
2017,2017-08-01,주유소,휴업,한민족주유소,경기도 화성시 푸른들판로324-6 (향남읍),37.1398841022867,126.901704993717
2017,2017-08-01,주유소,휴업,한영주유소,경기도 화성시 삼천병마로211 (향남읍),,
2017,2017-08-01,주유소,휴업,SK 만년교주유소,대전광역시 서구 계룡로202 (월평동),36.3505565497004,127.352625968177
2017,2017-08-01,주유소,휴업,수동매일주유소,경상남도 함양군 거함대로526 (수동면),35.5358558870838,127.784195558501
2017,2017-08-02,주유소,휴업,청주공항주유소,충청북도 청주시 청원구 팔결신대로517 (북이면),36.7354432321352,127.520844738804
2017,2017-08-02,주유소,휴업,서화주유소,강원도 인제군 천도로49 (서화면),38.2171035205301,128.206301154705
2017,2017-08-02,주유소,휴업,초이주유소,경기도 하남시 천호대로1427 (초이동),37.5448761819688,127.167232622255
2017,2017-08-02,주유소,폐업,SK네트웍스(주) 동백팰리스주유소,경기도 용인시 기흥구 동백죽전대로521 (동백동),,
2017,2017-08-03,주유소,휴업,(주)블루웰오일 동산주유소,경기도 고양시 덕양구 고양대로1926 (동산동),37.6446017085249,126.893409250781
2017,2017-08-04,주유소,휴업,피서리공항주유소,전라남도 무안군 청운로767 (망운면),34.9703799758716,126.385501200673
2017,2017-08-05,주유소,폐업,대흥주유소,경상북도 영천시 호국로141 (망정동),35.9762762481668,128.952637724315
